별점,리뷰내용,작성자,작성자 프로필 링크,시간,사업장명
4,"주문과 동시에 바(닷지)테이블의 안쪽에서 곧바로 튀겨주는 텐동의 튀김들의 향기가 참 좋았다.
기름에 참기름을 섞어서 사용하는 느낌인듯 해보입니다.
기본기가 잘 잡힌 가게라는 생각이 들었습니다.
맛있네요.
생맥주가 생각나는 텐동 이였습니다.
바삭함의 강도도 너무 좋았구요.
내부 내용물도 적당히 익는 온도와 튀김 시간인듯 합니다.
밥에 소스양도 정당하나 밥의 양이 좀 작게 느껴집니다.",ash won,https://www.google.com/maps/contrib/115146029917259529083/reviews,5달 전,쿄다이 텐동
5,"스페셜텐동, 에비텐동 이렇게 먹었어요.
튀김에서 달달한 맛이 나서 맛있네요??
다만 밥에는 양에 비해 간이 많이 배어 있어 좀 짰네요..
그래도 전체적으로 만족한 텐동이었어요!",DongYun Lee (Yun),https://www.google.com/maps/contrib/112706944279622257054/reviews,1년 전,쿄다이 텐동
4,지하층에 있어서 찾기 어려울 수가 있어요. 텐동은 맛있었습니다! 주문 받고 바로 만들어주셔서 바삭하고 따듯하고 좋았어요. 수란 튀김은 포함되지 않아서 따로 주문하셔야 합니다. 하고 소스를 좀 더 주셨으면 좋겠어요. 밥이랑 비벼 먹기엔 싱겁더라고요.,Jungeun Lee,https://www.google.com/maps/contrib/110395876007790829595/reviews,1년 전,쿄다이 텐동
3,"쿄다이 텐동(10000원)
일하시는 분들 친절하고 튀김도 바삭하다. 밥 리필도 가능하고 물도 그냥 생수가 아니라 느낌 좋은 찻물이다. 그러나 내 기준 텐동에 들어가는 소스? 간장? 이 간이 싱거웠다. 약간 밥 대비 간장 비율이 안맞는 것 같기도하고.",Mp,https://www.google.com/maps/contrib/102385498684228704720/reviews,2년 전,쿄다이 텐동
4,"간이 많이 약한것을 제외하고 분위기도, 맛도 괜찮았다.",jjok cotton,https://www.google.com/maps/contrib/117396129062994195450/reviews,3년 전,쿄다이 텐동
5,"아늑한 분위기에 휘낭시에 풍미가 엄청난 맛집입니다
기념일에 케익도 종종 사먹었는데 자극적이지 않아서 좋았어요
맛잘알이나 입맛 까다로운 분들께 세트 선물추천합니다 맛의 깊이가 다른걸 아십니다",안여진,https://www.google.com/maps/contrib/104730857690024991955/reviews,11달 전,라보아르
5,최고,sophie's home party cooking소피의 홈파티요리,https://www.google.com/maps/contrib/109087209856403452977/reviews,2년 전,라보아르
5,"바란스
이름도 맘에 든다.
모든 바란스가 어쩜 이렇게 맞는지..
참 신기하다. 표현이 좀 추상적이고 몽환적이지만..
그런곳이다. 음식별 5개 중 6개!! 발란스를 넘어 뛰어넘는 음식의 맛.. 사장님 외모는 완전 연예인이다... 물론 젊은 스탈.. 이시다. 사장님 얼굴만 잘생기셔셔 음식은 조금 못하셔도 이해해드릴수 있었으나.. .. 와~~ 정말 이집 발란스 맛집일세..  술은.. 독도소주(17도?)와 우롱차를 쉐끼쒜끼하면.. 와..ㅠㅠ 맛나요. 음.. 떡볶이도 맛있고.. 멋쟁이 토마토도 맛나고 베이컨 콘프라이.. 대삼치오일파스타~ 대박!!!! 기대하시길~♡ 흐엄!!!",박시연,https://www.google.com/maps/contrib/108866359803273249499/reviews,1년 전,바란스
5,"연남동에 위치한 일본 야키니꾸 전문점
메뉴 구성 괜찮고 특히 우설 퀄리티 좋습니다.
재방문 의사 있는 맛있는 곳입니다.",Jcorn “제이콘”,https://www.google.com/maps/contrib/106340084394586403736/reviews,일주일 이내,만끽
5,,김수영,https://www.google.com/maps/contrib/117778300226943945032/reviews,일주일 이내,춘희
5,"퓨전한식에 다양한 전통주를 소개 받을 수 있는 특별한 곳입니다. 전통주를 페어링해서 기분 좋은 한식을 즐기고 싶다면 강추하고 싶습니다. 서울 시내 파인다이닝이라 할 수 있는 곳들은 일식과 양식으로 채워지고 있는 조금은 씁쓸한 현실을 감안하면 반갑기까지 했습니다.

딱 한 가지 아주 맛있었던 백적 위에 치즈가 얹어져 나온 건 조금 아쉬웠습니다. 좋아하는 분도 당연히 있겠지만 한식 위에 꼬릿한 향이 강한 전통 치즈는 웬지 코드가 덜 어울린다란 생각이 들더라구요. 다른 한식 재료가 들어간 조합이어도 좋겠다는 생각을 해 봤습니다.  별 4.5점 드리고 싶습니다.

참 전통주 소믈리에님은 완벽했습니다. 소믈리에님 점수는 5점 만점에 5점입니다.^^",Marcus Odin,https://www.google.com/maps/contrib/104606452616375847754/reviews,3달 전,수을관
4,"연남동에 있는 모던한 퓨전 한식 다이닝….

네이버에 평점이 높아서 방문하게 되었는데, 우선 인테리어가 상당히 독특…
대부분 카운터에 앉게 되어 있고, 테이블은 2개 정도.. (4인 테이블이 제일 큼…ㅎㅎ)

메인 요리(큰상) 4개 주문
- 삼계, 오리콩피, 삼치 구이, 돼지 안심

작은 상도 갈비찜, 육회 주문..

전반적으로 맛은 건강한 느낌이나 평균 이상….
단, 전반적으로 양은 작은 편…

갈비찜은 정말 부드러웠고, 삼계는 독특한 식감인데 맛있었음. 삼치구이는 개인적으로 추천…
상당히 살이 많고 크기도 있으며 멸치육수(?)와 함께 먹는 맛이 인상적임..

2-3명이 가볍게 식사나 안주하기 좋음..ㅎㅎ",Yongku Kim,https://www.google.com/maps/contrib/104514559325910544965/reviews,2년 전,수을관
5,음식도 맛있고 분위기도 너무 좋아요! 다양한 전통주가 있어서 골라 마시는 즐거움이 있어요 다음에 또 가고싶어요,BLACKMAMA,https://www.google.com/maps/contrib/113266716768712123234/reviews,2년 전,수을관
5,"음식이 정갈하고 맛있다.
원하면 사장님이 전통주 페어링도 추천해 주신다.
분위기도 깔끔하다.
잘 먹고 나오기는 했는데 무언가 원픽이 아쉬움",모모,https://www.google.com/maps/contrib/114732425572114675656/reviews,1년 전,수을관
5,"조용한 분위기
편안한식사
친구들과의 오랫만에 좋은 시간이였다.",이냥냥,https://www.google.com/maps/contrib/116381547681871202576/reviews,1년 전,수을관
2,"가성비 괜찮은 정도지 다시 갈만한곳은 아님.
일단 사장님이 너무 불친절하심
안주도 그냥저냥이고 의자가 불편함",Eunice Kim,https://www.google.com/maps/contrib/108625228313549070792/reviews,2년 전,유언비어
5,직원들은 매우 친절하며 아마도 서울 여행 전체에서 만난 사람 중 가장 친절한 사람일 것입니다.,Kuanyin Chen,https://www.google.com/maps/contrib/101057783320224313550/reviews,2년 전,유언비어
5,이제까지 먹어본 연어덮밥 중에 가장 맛있었던 연어 그 자체! 연어가 두툼한데 기름이 느끼하지않고 깔끔하게 느껴지면서 연어가 주는 고소한 풍미가 끝내주고 대뱃살 같은 부분이 있는데 꼬들한 식감이 좋았고 돈까스는 고기 자체는 대단한 편은 아니지만 양배추가 돈까스를 살리는 불맛과 아삭함입니다.,food_dairy bang,https://www.google.com/maps/contrib/106780990291316389153/reviews,7달 전,동차밥
4,"간판 메뉴인 사케동을 먹었는데 맛있다.

연어가 두툼하게 푸짐하게 들어가있고,
함께 나오는 밑반찬들도 다 맛있어서 내공이 느껴진달까.

게살치즈고로케도 시켰는데,
치즈가 진짜 폭탄 수준으로 엄청나게 들어있다. ㅎㅎ

사장님도 친절하심.

3층에 있어서 손님들이 좀 적게 오지 않을까 하는점이 아깝게 느껴질 정도.",완사마 어드벤쳐,https://www.google.com/maps/contrib/106711877345304545282/reviews,1년 전,동차밥
5,연어는 사케동이 더 맛있음. 돈까스는 두껍지만 부드럽고 촉촉함. 양배추랑 먹으면 아삭한 식감도 살아나서 더 맛있음. 고로케는 치즈를 맛살이랑 감자마요 샐러드로 감싸서 튀긴맛. 맛은 있지만 시켜먹긴 좀 아까움,배재학,https://www.google.com/maps/contrib/110322402219973191994/reviews,5년 전,동차밥
4,"동차밥.

밑반찬으로는 미역줄기무침(초장)과 양파무침(유자소스?) 그리고 고추장아찌가 나온다.
사케동이 유명하다. 엄지손가락 두개 겹친듯한 뱃살(?)부위가 눈에 띈다. 밥은 소스가 뿌려져있다. 맛이 괜찮다.

식당은 계단으로 올라가야한다. 내려갈 때 가파르니 조심할 것.
화장실은 입구 쪽에 있다.

재방문 의사) 보통

2024.02.19 - 방문",환환,https://www.google.com/maps/contrib/107790157174004513891/reviews,1년 전,동차밥
5,"일요일 1시경 방문하였는데 앞에 2팀 대기였어요. 대기 시간은 10~20분 정도였습니다. 사케동 미쳤고요. 소스도 촉촉하게 뿌려져 있어서 싱겁지 않게 먹을 수 있어요. 두께 최고,,, 고로케는 안에 모짜렐라 치즈가 들어있어서 쭈욱 늘어나요! 주먹 정도 크기랄까? 함박스테이크는 계란 완벽한 반숙에 사이에 치즈도 있어요. 고기는 씹는 질감이 살아있고 누린내 안납니다. 서빙해주시는 분들도 친절하고 햇살이 드는 식당에 테이블 간격도 꽤나 있어서 여유롭게 가정식을 먹는 느낌이랄까. 재방문 의사 완전 있어요.????",전은진,https://www.google.com/maps/contrib/112499363746969163679/reviews,3년 전,동차밥
5,"시원한 면과 고기의 조합
친절한서비스 감사합니다
너무맛있었어요^^",유진,https://www.google.com/maps/contrib/110677739879346237586/reviews,일주일 이내,육면달
5,Everything was so good!,Maria Jose,https://www.google.com/maps/contrib/104244655388342072184/reviews,일주일 이내,육면달
5,"속초 육화주담!! 전설의 고깃집! 고기 마니아라면 모르는 분 없으실겁니다.
속초 여행 중 처음 먹고 충격의 기억.. ㅎㅎ 왜 서울에는 이런데가 없나 하며 속초 여행때마다 어렵게 예약해가며 방문했었어요.

이번에 서울에 육화주담을 오픈했다고 해서 오픈날 달려갔습니다.
여전히 고기에 진심이신 사장님,
더 고급스러워진 가게,
더 다양해진 사이드메뉴들까지!

감동의 저녁이었답니다 ????
얼마 뒤면 입소문나서 줄 서서 먹게 될 것 같다며 ㅎㅎ 열심히 먹고 왔어요.

사장님, 번창하실겁니다. 매우매우요!",우보람,https://www.google.com/maps/contrib/110828344372869043490/reviews,1달 전,육화주담
5,"음식도 다 너무 맛있고 음악,분위기 다 최고였어요 !!
사장님도 엄청 친절하셔서 너무 만족스러운 식사였습니다!
정성스럽게 구워주신 소고기랑 서비스러 주신 명란구이...?
너무 맛있었습니다~!",이윤서,https://www.google.com/maps/contrib/114628896844465986590/reviews,1달 전,육화주담
5,속초 최애의 맛집이 연남동으로 간다고 해서 서울까지 따라가서 오픈런하였습니다. 음식과 고기는 말할 것도 없이 최고고 대표님께서 술에 대해 매우 잘 아셔서 음식과 술의 궁합이 아주 좋습니다. 공간분위기 또한 좋아서 술이 쭉쭉 들어갑니다. 속초에서 매번 방문할 때마다 행복해지는 음식을 내어주시던 대표님께서 서울로 가셔서 매우 슬프지만 연남동에서 많은 분들이 육화주담을 만나실 수 있으니 항상 응원하겠습니다. 저의 천국을 모두에게 보냅니다. 다음에 서울가면 또 방문하겠습니다. 다음 서울육화주담 방문 전까지는 속초 육화주담으로 위로 받고 있겠습니다.^^,YOO LEE,https://www.google.com/maps/contrib/100132742955575252279/reviews,1달 전,육화주담
5,"홍대 조용한 골목 안쪽에 있는 소고기 오마카세집이에요. 디너 오마카세로 20일 숙성 한우(업진, 안심, 채끝) 포함 10가지 코스로 나왔는데, 고기 질이 정말 좋아서 입에서 살살 녹았어요.

육회부터 시작해서 감격 표고버섯구이는 이름 그대로 감격이었고, 관자 버터볶음, 술밥, 타마고야끼까지 다양하게 나와서 배부르게 잘 먹었어요. 뭐하나 맛이며 퀄리티며 빠지는게 없어서 배차는게 아쉬울 정도였어요ㅎㅎ

전통주 페어링 6종도 함께 했는데, 안주랑 궁합이 정말 찰떡이더라고요. 조용하게 한잔하며 즐기기 좋은 분위기라 다음에 또 가고 싶네요 :)",name no,https://www.google.com/maps/contrib/104527731738426706856/reviews,1달 전,육화주담
5,"고소하고 부드러운 부위별 한우 오마카세♡ 관자버터구이랑 닭목살구이도 최고!!!
속초 육화주담 방문 후 너무너무너무 기다렸는데 드디어 서울 진출하셔서 개업 후 곧바로 다녀왔어용,,, 여러분 강추합니다 고즈넉하게 데이트하기 딱 좋아요",Josee__,https://www.google.com/maps/contrib/117303798051839645153/reviews,1달 전,육화주담
5,"Very cozy! Loved the rice noodle soup! Perfect for the cold winter! Well made, well prepared Korean rice noodle. Clean and simple. 뭔가 자극적인 맛이나 조미료가 많이 들어간게 아닌 깔끔 그 자체. 분위기 서비스 청결 다ㅜ넘 마음에 드는 정말 좋은 식당!",Yunah Hahn,https://www.google.com/maps/contrib/111561461126495111690/reviews,3달 전,옥자
5,"생활의달인 931회 쌀국수달인 옥자연남에 방문해서 한정메뉴인 참깨비빔국수와 미니수육, 1인튀김, 진도홍주까지 야무지게 한 끼 먹었어요.

?뉴욕에서 선풍적인 인기를 끌고 있는 옥동식의 맑은 곰탕을 처음 먹었을때처럼 속이 부대끼지 않고 재료하나하나가 잘 어울리고 맛있어서 부모님이나 아이들과 함께와서 먹어도 될 만큼 훌륭한 집이었어요.

?홍대연남에서 단골이 많은 이유를 알 것 같아요.",다먹어라이언eatitall,https://www.google.com/maps/contrib/105220076530238967123/reviews,1년 전,옥자
5,"가정집 바이브인데 쌀국수가 자극적이지 않고 맛있어요.
스지 양지가 엄청 부드럽고 면도 딱 좋게 익혀줘서 먹고나서 해장한거 같이 시원했습니다.",Dongkyu Kim,https://www.google.com/maps/contrib/100291177438068550950/reviews,1년 전,옥자
5,"그리 크지 않은 매장과
아기자기하면서 디테일한 인테리어가
이쁘고 사진찍고 싶어지는 가게이다.
저녁시간 추운날 찾아가서
여유롭게 식사를 하였는데
주방이 오픈형이라 습기가 많이 차는편이다.
국물 맛도 너무 시원하고 맛있고
튀김도 일품이다 다음엔 수육도 먹어보고 싶다.
국물 한 방울도 남기고 싶지 않은
진한 갈비탕 같은 깔끔한 고기육수가
속풀이에 아주 좋다.
술을 안마셔도 해장이 되는 듯한 시원함
너무 맛있다.
단지 오픈형 주방안에서
밖에서 잘 보이는데...
손으로 뭘 집어 먹는다거나 하는 건
조금 지양해야 할 부분인듯 싶다.",yatt jjang,https://www.google.com/maps/contrib/106349797971495602326/reviews,1년 전,옥자
