별점,리뷰내용,작성자,시간,사업장명
4,"대기는 있지만 회전율이 빠른 편이에요. 그만큼 가게나 테이블이 좁은 편. 음식은 대체로 간이 셌어요. 스테이크가 그래도 3만원댄데 넘 질기고 차가웠어요.
먼저 나온 파스타 다 먹을 때쯤 나왔는데도ㅠ
직원분들은 친절하시고 분위기도 나쁘지 않았어요.",yunn n,1년 전,리차드하우스 연남
5,연남동에서 무난하게 레스토랑 찾으신다면 여기!!!! 바질파스타 맛있어요,김은주,6달 전,리차드하우스 연남
5,와인종류가 많으면서 가격이저렴하고 안주가 혜자이다,신승수,5년 전,더티핑크(DIRTY PINK)
5,분위기 독특.. 안주맛 굳 ~,yollstory,5년 전,더티핑크(DIRTY PINK)
1,"추워서 아무곳이나 들어갔지만
조잡한 분위기 , 생각했던 것보다 더 별로 ...
Never go.",ninaninyo a,5년 전,더티핑크(DIRTY PINK)
4,핑크빛 아래서 와인을 마시는 기분이 좋았어요. 하지만 이곳은 매우 작은 장소이므로 우아한 분위기를 원한다면 좋은 선택이 아닐 것입니다.,Jumie Huh,5년 전,더티핑크(DIRTY PINK)
1,더러운 서비스. 더러운 직원.,Hyeon K,5년 전,더티핑크(DIRTY PINK)
5,"전통주 가게인데
샷으로도 팔아서 전통주를 쉽게 부담스럽게 접할수 있어서 좋음 ㅎㅎ
유통기한이 얼마남지않아서 막걸리샷도 엄청 저렴했음

도원결의15% 샷 : 부드럽고 끝에 복숭아 향이 은은해서 좋음

관악산 막걸리 샷 : 텁텁하지않고 깔끔하지만 특유의 막거리 향은 또 강함

온지솔 막걸리 샷 : 산미가 강하면서 솔향이 은은히 끝에 있고 막걸리 꾸리한 향은 덜한 편임

조선주조사 청주 샷 : 쓴맛이 거의 없고 청주치고 굉장히 담백한 편",DK (Dokyu),2년 전,스몰타운스몰(small town small)
5,"친구와 네이버로 예약하고 방문했습니다. 일단 분위기가 굉장히 좋습니다. 데이트로는 좋은 것 같아요!

일단 음식은 부채살스테이크 아라비아따, 인절미고르곤졸라피자, 복숭아에이드를 주문했습니다. 일단 아라비아따는 부채살 굉장히 맛있고요. 아라비아따의 맛이 약간 매콤하면서 달다뢔서 좋았습니다. 그리고 피자는 진짜 정말 추천이에요.. 신기한 메뉴인데 맛도 있는 그런 느낌~ 피자에 인절미가 있는데 은근 잘어울리고 식감도 좋아져서 맛있어요! 그리고 흑임자?도 붙어있는데 이게 더 달달함을 올려줘서 맛있습니다. 그라고 복숭아에이드는 먹을만 합니다!",박시온,6달 전,양식구옥
4,"데이트하기 좋은 연남동 파스타 집
📌양식구옥

음식맛도 좋지만 분윅기도 좋은 이곳

추천메뉴 : 감바스

평소 감바스는 가성비가 안좋다 생각해 추천하지 않는데 이곳은 다르다.

새우와 타이거새우 마늘빵 까지 나오고 다 먹을때즈음 면을 추가해 오일 파스타를 새로 만들어 준다.

한 메뉴로 두가지 음식을 먹는 느낌

인절미고르곤졸라도 유명함

📌양식구옥
📌연남동 390-25
📌0507-1332-3171
📌토요일 12:00~23:00
📌22:20 라스트 오더
📌나머지 12:00~22:00
📌21:20 라스트 오더
📌매주 수요일 정기휴무

📌반려동물 동반 가능
📌예약 가능(네이버 예약)
📌단체석 o, 포장 o
📌주차 x

📌감바스 23,000원 👍
📌부채살 스테이크 크림 파스타 19,000원👍

상세리뷰가 궁굼하다면 네이버 블로그단짠아재를 참고해주세요",맛집탐방가(danzzanaz),1년 전,양식구옥
4,"드라이한 화이트와인과 찰떡궁합인
통 브리치즈구이가 예술입니다. 부채살 스테이크와 구운야채는 내 자갑을 녹이는 단점이 있지만 입안에서도 살살녹는 장점이 있습니다. 양날의 검이지만 순간의 행복을 위해서라면 감수할 수 있는 초이스입니다!",미르타임즈,1년 전,양식구옥
5,"인절미피자랑 부채살크림파스타 먹었는데
진짜 맛있었어요!! 소고기가 너무부드럽고
치즈랑 소스랑 섞어먹으니 완전 고소하고 처음보는피자여서 시켜봤는데 이런느낌의 피자를 처음먹어봐서 놀랐어요!!! 재방문할게요❤️❤️",루피잔망,1년 전,양식구옥
5,"맛있고 분위기 좋은 피스타 집

토마토 파스타: 맛있었어요 토마토 파스타 안 좋아하는데 여기는 맛있었고 또 먹고 싶을 정도

감바스: 무난하게 맛있었어요",세린,9달 전,양식구옥
5,"이국적인 인테리어에 예사롭지 않은 메뉴가 궁금함을 갖게 함.

크림새우가 하나의 작품처럼 예쁘게 플레이팅되어 나왔다. 휘핑크림이 올라간 크림새우라고 하면 느끼함이 상상될 듯 한데, 전혀 그렇지 않고 상큼함에 놀랐다. 칩은 바삭하고, 양배추와 소스는 상큼하면서 부드러웠고, 새우튀김 옷도 느끼하지 않고 담백했다.

동파육은 잡내 없이 부드러움 그 자체였고, 연잎에 살포시 싸여져 나오는 것 또한 멋짐 포인트.

유산슬도 좋은 재료를 잘 볶아내서 머랭을 올려주는 모습에 음식에 대해 좀 더 상상하게 만드는 매력이 있었다.

이 외에 볶음밥과 면류가 독특했고, 중화복춘 살롱 시그니처 답게 음식에 대한 설명과 친절함 그리고 응대 또한 굿!",이야홍,3달 전,중화복춘 살롱
5,"연남동에 간 김에 가본 미슐랭 식당입니다.
여자 둘이서 식사용 어향가지회반과 동파육 하나를 먹었습니다. 식사가 1.5인분양이라 하셨는데 제가 많이 먹는 편인지 식사가 많아보이지는 않았습니다.
어향가지회반에 들어간 재료가 많아보여 짠 동파육과 먹으면 중화가 안되지 않나 걱정했는데 일단 동파육이 하나도 짜지 않고 부드러우며 밥도 재료가 많이 들어가 있어 맛이 풍부하고 간이 적당해서 같이 먹기 좋았습니다. 전 동파육이 이렇게 부드러운 음식인지 처음 알았습니다.
또 짜사이?는 보통 제가 중식당가면 잘 안먹는데 이곳은 짜사이조차 매콤하고 신선함이 느껴졌습니다. 평일에는 캐치테이블로 예약을 할 정도로 줄이 길지는 않은데 들어오시는 분들 모두 예약하고 들어오시더라구요. 예약을 추천합니다.
서비스에서 별을 하나 뺀 이유는 한 분이 여러 테이블을 담당하다보니 조금 늦으실 때가 있어 뺐습니다.
그렇지만 다음에 누군가에게 대접을 할 일이 있다면 이 곳에 꼭 다시 가고 싶습니다.",Phillie Kim,7달 전,중화복춘 살롱
4,"신구세대 퓨전 중식집이라고 할수 있다.
연남동 3지점 중 안가본 유일한 곳인데 드디어 입성. 매니저분이 유쾌하시다. 추천해주신 음식들로 맛있게 먹었다. 음식맛이 약간 달게 느껴지는것들도 있었지만 전반적으로 비주얼이 극상이다. 여성분들 모시고 가면 특히 반응이 좋은 중식집이다.

가격이 조금 있지만 평생회원 가입하면 3지점 모두 주류일체 20% 할인된다. 3번만가도 본전이기에 이근처 자리 있으신분들 추천한다:)",신종현,9달 전,중화복춘 살롱
1,"런치식사했습니다 중화복춘동파육,목화솜 크림새우,빠오즈,초마미엔,음료  주문했습니다.
테이블에 벨을 아무리 눌러도 직원분 너무 안오시네요
목화솜크림새우는 새우튀김이 미지근했어요 정확히 식었다는 표현이 맞을것같습니다. 레몬크림소스에 생크림이 올라가있었는데 그위에 레몬을 갈아주셔서 상큼달달했고 독특했어요 맛있지는 않았습니다
중화복춘 동파육은 연잎과함께 쪄내서 은은하게 연잎 향이 나는게 특징이라 하셨습니다 위에는 인삼 한뿌리가 올라갔고 먹기좋게 커팅해주셨습니다. 동파육과 청경채  견과류와함께 먹어봤는데 청경채는 들익었고 동파육은  부드러웠습니다만 소스맛이 난해했어요 애매한맛. 견과류에 대추말린게 있었는데 음식과 잘어울리고 좋았습니다. 지금와서보면 다시 먹고싶은맛은 아니네요
초마미엔은 해산물이 푸짐하게들어갔는데 맛이 슴슴해서 무슨맛인가 난해했습니다
빠오즈는 따끈따끈하고 보드라웠어요 다만 맹만이였어요 전체적으로 음식이 싱겁습니다
서비스 최악입니다 자리에서 결제하고 가족들과 나오는데 빌지를 가지고가냐하시더군요 제가 빌지를 왜 갖고갑니까ㅋㅋ 어이가없어서 ㅋㅋ 테이블위에 빌지가있다 말씀드렸더니 단발머리 여직원분이 ""아~""  이러시던데 마지막까지 대박이셨어요. 인테리어는 멋집니다 음식맛없고 서비스도 형편없어요 양이 많아서 배는부르게 식사했습니다",정주희 (ANNEZUE),7달 전,중화복춘 살롱
4,비싸서 자주 못가지만 ;) 좋습니다 툭히 분위기가요 !! 한국인이 주인이길 바랍니다,생강GINGER,4주 전,중화복춘 살롱
5,"프라이빗한 느낌의 술집이에요. 칫솔, 머리끈도 구비해두시고 초인종 눌러야 들어갈 수 있는 입구까지.. 편안한 컨셉이 매력입니다. 음식 맛은 덤!",dd,2년 전,레이트 체크아웃
3,"분위기가 좀 생각보다 그냥 그렇더라구요
음악도 별로구요
봉골레파스타랑 오리스테이크 맛도 별로였음
재방문의사는 없습니다",올리브,2년 전,레이트 체크아웃
5,,TAKA san,1년 전,레이트 체크아웃
5,"가게 내부가 무척 깔끔하고 예뻤습니다.
튀김이 정말 맛있었고, 중간중간 나오는 요리도 너무 맛있었습니다.
가격은 저렴한데 양이 꽤나 많아서 몹시 배부르게 나오실 수 있습니다.",부태,2년 전,쿠시모토
4,다양한 음식이 합리적인 가격으로 나왔다. 또한 느낌도 마치 일본에 있는것 같아서 여행 온 기분이라 좋았음,J,2년 전,쿠시모토
3,다른 비슷한곳도 많을것같음,박석원,7달 전,쿠시모토
5,"훌륭한 식사 경험. 음식의 질과 음식의 양을 생각하면 돈에 비해 많은 이익을 얻을 수 있습니다. 포만감과 만족감을 느꼈습니다. 사장님/셰프님도 너무 친절하셨어요

유일한 단점은 한국어를 하지 못하면 셰프의 영어가 제한되어 있기 때문에 셰프가 말하는 모든 것을 이해할 수 없다는 것입니다.

예약은 필수이며, 예약이 가득 차기 전에 일찍 완료해야 합니다. 수요일에 예약했는데 일요일 8시 30분에만 자리가 있었어요. ""Catch Table""이라는 앱을 통해 예약할 수 있습니다(다른 많은 레스토랑에서도 사용 중).

적극 권장",Chris Kwon Lewis,2년 전,쿠시모토
5,연남동에 놀러갔다가 이자카야 분위기도 좋고 하이볼 종류가 다양해서 방문했는데 내부분위기가 정말 아기자기하고 일본현지같은 느낌도 났어요! 음식도 다양하게 시켜먹어 봤는데 시오파스타랑 가라아게 등 다 맛있고 추천이요! ㅎㅎ 음식도 빨리나오고 하이볼도 저렴해서 즐기기 좋았습니다👍,이여름 (여름빵),3달 전,연남 안테이쿠
5,"연남동 분위기 좋은 이자카야!
일본 애니메이션 좋아하는 분들이라면 엄청 좋아할 듯! 안주 뭘 시켜도 다 맛있고 저렴하고
하이볼, 사와, 츄하이 술 종류도 진짜 다양하고 다른 술집보다 훨씬 싸요! 가성비 좋은데 맛도 좋아서 재방문 하고싶은 연남동 술집👍",tndus,2달 전,연남 안테이쿠
5,"연남동에서 일본 감성 제대로 느끼고 싶다면 안테이쿠 추천입니다! 가성비도 좋구요, 일본 여행 온 것 같은 아늑한 분위기에 하카타 돈코츠나베랑 시오야끼 파스타로 따뜻한 시간 보냈어요. 개인적으로 하와이안 츄하이랑 논알콜 피치칼피스 하이가 좋았는데, 상큼하고 달달한 맛이 딱 제 취향! 논알콜 음료 있어서 술찌친구랑 분위기 즐기기에 최고였던 곳이라 데이트나 친구 모임으로 추천드려요.",이은혜,4달 전,연남 안테이쿠
5,"하이볼1위 맛집 답게 다양한 하이볼이 있어 골라마시는 재미가 있고, 산토리&짐빔은 너무 맛있다. 그리고 오키나와 생맥주가 있는게 특이했고~ 메뉴들이 모두 가성비가 좋은데 특히 시오야끼파스타와 키리모찌구이는 일본감성이 깃들어있고 맛있었다. 가라아게도 맛있고 사이드 디쉬로 시킨 참깨오이 샐러드는 인기 만점 이였다.",최정희,3달 전,연남 안테이쿠
5,"연남동에 위치한 가성비 좋은 이자카야 연남 안테이쿠.
자리마다 다른 애니 테마로 꾸며져
독특하면서 친근한 분위기입니다.
거기에 따뜻한 온도와 조명까지 더해지니,
술 한 잔 하면서 대화하기 정말 좋았어요.
​
14년 요리 전문가가 만드는 일식 안주와 하이볼도
맛의 밸런스를 잘 잡아 호불호 없이 좋아할 것 같아요.
​
연남동 조용한 술집으로 강추합니다!",Chanmin Park,4달 전,연남 안테이쿠
5,"우리가 나이키 광고를 찍어야 한다고 가정하면 대략 어떤 느낌으로 만들어야 하는지 안다. 애플이 쿠키를 만들었다고 하면 쿠키 모양이 대략 어때야 하는지 안다. 스티브잡스는 죽었지만 그 기업의 신화는 계속 살아서 유지된다.

차니베어를 이야기하려면 강력한 브랜드를 생각하지 않을 수 없다. 명확하게 정의된 브랜드로 인해 그야말로 누구나 차니베어의 굿즈를 만들 수 있다.

1.
일반 카페에서는 대부분 상상조차 하지 못하는 차니베어 휴대폰 케이스나 차니베어 티셔츠도 함께 팔고 있고 시그니처 메뉴에는 차니베어 쿠키가 올려져 있으며 차니베어 마들렌도 있고 차니베어 포스터도 있다. 이 이외의 수십 종의 차니베어 굿즈가 있어서 차니베어 건담이나 차니베어 전투기도 만들 수 있을 정도다.

2.
콜라보나 제품 제작의 한계가 없다. 인스타에서 다른 인스타그래머를 홍보하고 있다. 이 하이퍼링크를 거는 능력이 한계가 없다. 이 집단은 과연 어느 수준까지 자신들의 온라인 오프라인 매장을 홍보의 장으로 쓸 수 있을지 주목된다. 지역사회의 미디어로 넘어가는 단계를 거쳐가고 있다.

3.
mp3와 같은 매체발전으로 인해 고사할 것만 같았던 음반 산업계는 오히려 한 사람이 수백장의 음반을 사는 기묘한 형태로 발전했다. 요즘 앨범에는 아이돌들의 랜덤으로 한 장씩 있다. 좋아하는 특정 아이돌의 사진을 다 모으려면 한 명의 구매자가 200개 이상의 음반을 사야하는 것이 정상인 시대가 오고 있다.

4.
대한민국 카페나 음식점의 미래를 이야기한다면 미래에는 과연 어떤 모습이 펼쳐질지를 고민해야 할 것이다. 생산자 숫자가 계속 늘어나므로 소비자를 기대하기보다는 생산자끼리의 협업을 통한 커뮤니케이션이 주로 일어나리라 생각한다. 그 과정에서 필연적으로 굿즈를 만들 수 밖에 없다. 뭘 만들고 있어야 재미있다. 이제는 누구나 그래야만 한다.

요즘은 누구나 각종 아르바이트를 하는 시대라 그 사람이 하는 일로는 그 사람을 정의할 수 없다. 그 사람이 당연하게 할 수 없다고 여기는 일로 그 사람을 정의하는 게 더 맞다고 생각한다. 그런 의미에서 이곳은 에너지의 한계가 없다.

연남동 카페를, 그 집 커피가 맛있다거나 인테리어가 멋있다는 말로는 더 이상 정의할 수가 없는 시대다.

연남동에서 어떤 탈출구를 찾는다면 추천한다. 한 번의 방문으로는 이해하기 어려울 수 있다. 변화과정을 지켜봐야 한다. 나의 팬이라면 내가 제작한 옷을 가지고 싶은 마음이 당연한 것이라는 걸 이해할 때까지.",MiraeNurin AbangYong,1년 전,차니베어 스테이션(Chanibear Station)
